모델명,카테고리,상품설명,가격,중고가격,감가율
린나이 CPBC611DJ,가스레인지,3년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 정품 인증서 포함.,176080,107408,0.39
SK매직 GRA-BA301D,가스레인지,6개월 사용했습니다. 외관 약간 흠집이며 작동 이상 없음.,229020,206118,0.1
린나이 RBR-PF3000,가스레인지,1년 사용했습니다. 상태 보통그리고 화면 금 갔음. 박스 없음.,294960,206472,0.3
SK매직 뉴에코 GRA-851SR,가스레인지,4년 사용했습니다. 상태 최상하지만 액정 파손. 정품 인증서 포함.,128820,59257,0.54
린나이 RBR-S6201D,가스레인지,2년 사용했습니다. 생활흔적 있음그리고 액정 파손. 충전기 없음.,180000,93600,0.48
린나이 RBR-P3511WD,가스레인지,1개월 사용했습니다. 상태 최상이며 작동 이상 없음. 박스 및 구성품 있음.,241400,217260,0.1
린나이 RBR-P2501D,가스레인지,1개월 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 박스 및 구성품 있음.,210750,189675,0.1
SK매직 뉴에코 GRA-910SR,가스레인지,3년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 추가 액세서리 포함.,171700,89284,0.48
SK매직 GRA-F2NRH,가스레인지,거의 사용하지 않음. 상태 보통이며 작동 이상 없음. 추가 액세서리 포함.,116450,104805,0.1
린나이 GTA24SJ,가스레인지,2년 사용했습니다. 상태 최상하지만 액정 파손.,133400,86710,0.35
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,3년 사용했습니다. 상태 최상하지만 화면 금 갔음. 박스 및 구성품 있음.,144000,86400,0.4
린나이 RBR-S3000,가스레인지,1년 사용했습니다. 외관 심한 흠집이며 고장 없음. 박스 및 구성품 있음.,218950,175160,0.2
하츠 GC-3605SDBH,가스레인지,5년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 박스 및 구성품 있음.,135000,47250,0.65
린나이 RBR-S3603DIJ,가스레인지,3년 사용했습니다. 상태 보통그리고 생활 기스 있음. 정품 인증서 포함.,156710,98727,0.37
SK매직 GRA-B3FDD,가스레인지,1개월 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 박스 없음.,126000,113400,0.1
린나이 RBR-S4000,가스레인지,5년 사용했습니다. 외관 약간 흠집이며 고장 없음. 정품 인증서 포함.,260460,122416,0.53
SK매직 GRA-B3216D,가스레인지,1개월 사용했습니다. 외관 심한 흠집그리고 액정 파손. 충전기 없음.,113920,74048,0.35
SK매직 GRA-B322K,가스레인지,4년 사용했습니다. 외관 약간 흠집이며 고장 없음. 정품 인증서 포함.,174080,99225,0.43
린나이 RBR-P4400,가스레인지,1년 사용했습니다. 상태 최상하지만 액정 파손. 박스 및 구성품 있음.,436700,327525,0.25
린나이 RT-5102,가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음. 박스 및 구성품 있음.,250380,127693,0.49
린나이 INBS301DJ,가스레인지,1년 사용했습니다. 상태 최상하지만 생활 기스 있음. 박스 없음.,167350,147268,0.12
SK매직 GRAB221K,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 정품 인증서 포함.,85440,40156,0.53
린나이 RBR-S3307DJ,가스레인지,5년 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 추가 액세서리 포함.,158790,74631,0.53
린나이 RBR-S3001D,가스레인지,3년 사용했습니다. 상태 양호하지만 액정 파손. 추가 액세서리 포함.,213600,111072,0.48
린나이 CTA22NJ,가스레인지,3년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 정품 인증서 포함.,138600,70686,0.49
린나이 RT-1620I,가스레인지,2년 사용했습니다. 사용감 있음이며 작동 이상 없음. 추가 액세서리 포함.,189730,146092,0.23
매직쉐프 MMW-W23FDHW,가스레인지,4년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 충전기 없음.,119960,56381,0.53
린나이 RT-1080IJ,가스레인지,1개월 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 박스 없음.,128060,115254,0.1
린나이 INCP2032WJ,가스레인지,2년 사용했습니다. 외관 심한 흠집이며 고장 없음. 정품 인증서 포함.,143060,101572,0.29
SK매직 GRA-B3218D,가스레인지,2년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 박스 없음.,147990,100633,0.32
린나이 RT-6520I,가스레인지,5년 사용했습니다. 상태 양호하지만 액정 파손. 박스 및 구성품 있음.,188810,56643,0.7
린나이 CPBC611DJ,가스레인지,1년 사용했습니다. 생활흔적 있음그리고 액정 파손. 박스 및 구성품 있음.,176080,114452,0.35
SK매직 GRA-BA301D,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 충전기 없음.,229020,144282,0.37
린나이 RBR-PF3000,가스레인지,5년 사용했습니다. 상태 양호하지만 화면 금 갔음. 정품 인증서 포함.,294960,106185,0.64
SK매직 뉴에코 GRA-851SR,가스레인지,2년 사용했습니다. 상태 양호이며 작동 이상 없음. 충전기 없음.,128820,99191,0.23
린나이 RBR-S6201D,가스레인지,1개월 사용했습니다. 사용감 있음이며 고장 없음. 충전기 없음.,180000,162000,0.1
린나이 RBR-P3511WD,가스레인지,5년 사용했습니다. 상태 양호이며 고장 없음. 박스 없음.,241400,115872,0.52
린나이 RBR-P2501D,가스레인지,3년 사용했습니다. 상태 보통그리고 생활 기스 있음. 정품 인증서 포함.,210750,132772,0.37
SK매직 뉴에코 GRA-910SR,가스레인지,5년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 충전기 없음.,171700,54943,0.68
SK매직 GRA-F2NRH,가스레인지,4년 사용했습니다. 상태 보통그리고 생활 기스 있음. 정품 인증서 포함.,116450,61718,0.47
린나이 GTA24SJ,가스레인지,3년 사용했습니다. 상태 양호하지만 액정 파손. 추가 액세서리 포함.,133400,69368,0.48
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,거의 사용하지 않음. 상태 보통그리고 배터리 효율 낮음.,144000,118080,0.18
린나이 RBR-S3000,가스레인지,1개월 사용했습니다. 상태 보통그리고 액정 파손. 정품 인증서 포함.,218950,166402,0.24
하츠 GC-3605SDBH,가스레인지,5년 사용했습니다. 상태 양호이며 작동 이상 없음. 박스 없음.,135000,64800,0.52
린나이 RBR-S3603DIJ,가스레인지,1개월 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 추가 액세서리 포함.,156710,134770,0.14
SK매직 GRA-B3FDD,가스레인지,3년 사용했습니다. 상태 보통그리고 생활 기스 있음. 충전기 없음.,126000,74340,0.41
린나이 RBR-S4000,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 충전기 없음.,260460,125020,0.52
SK매직 GRA-B3216D,가스레인지,3년 사용했습니다. 상태 최상이며 고장 없음. 박스 및 구성품 있음.,113920,85440,0.25
SK매직 GRA-B322K,가스레인지,6개월 사용했습니다. 상태 보통그리고 액정 파손. 박스 없음.,174080,121855,0.3
린나이 RBR-P4400,가스레인지,거의 사용하지 않음. 상태 보통그리고 화면 금 갔음. 추가 액세서리 포함.,436700,344993,0.21
린나이 RT-5102,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 액정 파손. 박스 및 구성품 있음.,250380,162747,0.35
린나이 INBS301DJ,가스레인지,3년 사용했습니다. 상태 최상하지만 액정 파손. 박스 없음.,167350,88695,0.47
SK매직 GRAB221K,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 액정 파손. 추가 액세서리 포함.,85440,35884,0.58
린나이 RBR-S3307DJ,가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음. 추가 액세서리 포함.,158790,84158,0.47
린나이 RBR-S3001D,가스레인지,거의 사용하지 않음. 생활흔적 있음그리고 생활 기스 있음. 박스 없음.,213600,177288,0.17
린나이 CTA22NJ,가스레인지,거의 사용하지 않음. 외관 약간 흠집이며 고장 없음. 정품 인증서 포함.,138600,124740,0.1
린나이 RT-1620I,가스레인지,거의 사용하지 않음. 상태 양호하지만 화면 금 갔음.,189730,151784,0.2
매직쉐프 MMW-W23FDHW,가스레인지,1개월 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 추가 액세서리 포함.,119960,107964,0.1
린나이 RT-1080IJ,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 액정 파손. 추가 액세서리 포함.,128060,96045,0.25
린나이 INCP2032WJ,가스레인지,2년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 정품 인증서 포함.,143060,94419,0.34
SK매직 GRA-B3218D,가스레인지,3년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 박스 및 구성품 있음.,147990,73995,0.5
린나이 RT-6520I,가스레인지,6개월 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 충전기 없음.,188810,126502,0.33
린나이 CPBC611DJ,가스레인지,거의 사용하지 않음. 외관 약간 흠집그리고 화면 금 갔음. 충전기 없음.,176080,128538,0.27
SK매직 GRA-BA301D,가스레인지,거의 사용하지 않음. 생활흔적 있음이며 고장 없음.,229020,206118,0.1
린나이 RBR-PF3000,가스레인지,1년 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 충전기 없음.,294960,197623,0.33
SK매직 뉴에코 GRA-851SR,가스레인지,6개월 사용했습니다. 상태 최상하지만 액정 파손. 충전기 없음.,128820,99191,0.23
린나이 RBR-S6201D,가스레인지,6개월 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 충전기 없음.,180000,129600,0.28
린나이 RBR-P3511WD,가스레인지,1개월 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 추가 액세서리 포함.,241400,205190,0.15
린나이 RBR-P2501D,가스레인지,1개월 사용했습니다. 상태 양호이며 작동 이상 없음.,210750,189675,0.1
SK매직 뉴에코 GRA-910SR,가스레인지,1년 사용했습니다. 사용감 있음이며 고장 없음. 박스 및 구성품 있음.,171700,145945,0.15
SK매직 GRA-F2NRH,가스레인지,1년 사용했습니다. 상태 최상이며 작동 이상 없음. 박스 및 구성품 있음.,116450,104805,0.1
린나이 GTA24SJ,가스레인지,5년 사용했습니다. 상태 최상이며 고장 없음. 충전기 없음.,133400,69368,0.48
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,4년 사용했습니다. 외관 심한 흠집그리고 액정 파손. 박스 없음.,144000,40320,0.72
린나이 RBR-S3000,가스레인지,6개월 사용했습니다. 상태 보통그리고 생활 기스 있음. 추가 액세서리 포함.,218950,194865,0.11
하츠 GC-3605SDBH,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음.,135000,82350,0.39
린나이 RBR-S3603DIJ,가스레인지,1개월 사용했습니다. 상태 보통그리고 생활 기스 있음.,156710,141039,0.1
SK매직 GRA-B3FDD,가스레인지,거의 사용하지 않음. 상태 보통이며 고장 없음. 충전기 없음.,126000,112140,0.11
린나이 RBR-S4000,가스레인지,3년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 충전기 없음.,260460,164089,0.37
SK매직 GRA-B3216D,가스레인지,거의 사용하지 않음. 생활흔적 있음그리고 액정 파손. 충전기 없음.,113920,76326,0.33
SK매직 GRA-B322K,가스레인지,1년 사용했습니다. 상태 최상하지만 생활 기스 있음.,174080,156672,0.1
린나이 RBR-P4400,가스레인지,5년 사용했습니다. 상태 양호이며 고장 없음. 박스 없음.,436700,209616,0.52
린나이 RT-5102,가스레인지,6개월 사용했습니다. 사용감 있음이며 고장 없음. 정품 인증서 포함.,250380,225342,0.1
린나이 INBS301DJ,가스레인지,1년 사용했습니다. 상태 보통그리고 액정 파손. 충전기 없음.,167350,107104,0.36
SK매직 GRAB221K,가스레인지,거의 사용하지 않음. 외관 약간 흠집이며 고장 없음. 정품 인증서 포함.,85440,76896,0.1
린나이 RBR-S3307DJ,가스레인지,3년 사용했습니다. 상태 최상하지만 액정 파손. 박스 없음.,158790,84158,0.47
린나이 RBR-S3001D,가스레인지,6개월 사용했습니다. 상태 양호하지만 액정 파손.,213600,160200,0.25
린나이 CTA22NJ,가스레인지,거의 사용하지 않음. 상태 보통그리고 생활 기스 있음. 박스 및 구성품 있음.,138600,120582,0.13
린나이 RT-1620I,가스레인지,거의 사용하지 않음. 상태 최상하지만 배터리 효율 낮음. 박스 없음.,189730,166962,0.12
매직쉐프 MMW-W23FDHW,가스레인지,2년 사용했습니다. 상태 양호이며 작동 이상 없음. 충전기 없음.,119960,92369,0.23
린나이 RT-1080IJ,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 정품 인증서 포함.,128060,105009,0.18
린나이 INCP2032WJ,가스레인지,5년 사용했습니다. 상태 최상하지만 화면 금 갔음.,143060,57224,0.6
SK매직 GRA-B3218D,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 충전기 없음.,147990,100633,0.32
린나이 RT-6520I,가스레인지,1개월 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 충전기 없음.,188810,169929,0.1
린나이 CPBC611DJ,가스레인지,1개월 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 정품 인증서 포함.,176080,158472,0.1
SK매직 GRA-BA301D,가스레인지,5년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 박스 없음.,229020,87027,0.62
린나이 RBR-PF3000,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 액정 파손.,294960,209421,0.29
SK매직 뉴에코 GRA-851SR,가스레인지,2년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 충전기 없음.,128820,66986,0.48
린나이 RBR-S6201D,가스레인지,6개월 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 정품 인증서 포함.,180000,145800,0.19
린나이 RBR-P3511WD,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 박스 및 구성품 있음.,241400,108629,0.55
린나이 RBR-P2501D,가스레인지,1년 사용했습니다. 상태 양호하지만 화면 금 갔음. 추가 액세서리 포함.,210750,162277,0.23
SK매직 뉴에코 GRA-910SR,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 액정 파손. 충전기 없음.,171700,115038,0.33
SK매직 GRA-F2NRH,가스레인지,4년 사용했습니다. 상태 양호하지만 액정 파손. 충전기 없음.,116450,43086,0.63
린나이 GTA24SJ,가스레인지,4년 사용했습니다. 상태 최상하지만 액정 파손. 추가 액세서리 포함.,133400,62698,0.53
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,5년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 정품 인증서 포함.,144000,54720,0.62
린나이 RBR-S3000,가스레인지,3년 사용했습니다. 상태 양호하지만 화면 금 갔음. 추가 액세서리 포함.,218950,124801,0.43
하츠 GC-3605SDBH,가스레인지,2년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 정품 인증서 포함.,135000,103950,0.23
린나이 RBR-S3603DIJ,가스레인지,거의 사용하지 않음. 상태 보통그리고 생활 기스 있음.,156710,136337,0.13
SK매직 GRA-B3FDD,가스레인지,1개월 사용했습니다. 사용감 있음이며 고장 없음. 충전기 없음.,126000,113400,0.1
